,year,county_name,state_name,AREA.PLANTED,PRODUCTION,AREA.HARVESTED,YIELD,week,stage,percentage,overlapping,percentage_overlap,condition_class,condition_score,weekly_dayl,weekly_prcp,weekly_srad,weekly_swe,weekly_tmax,weekly_tmin,weekly_vp,Longitude,Latitude
946,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,36,PCT DROPPING LEAVES,21,PCT HARVESTED,1,VERY.POOR,2.58,45382.0097241791,1.11242342574553,316.537720232073,0.0,29.0083709915898,17.154790496499,2004.53603295474,-91.2119625,39.9786775349858
947,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,37,PCT DROPPING LEAVES,45,PCT HARVESTED,3,VERY.POOR,2.62,44254.9440383025,0.714887527626713,360.668430267798,0.0,24.9698892402228,11.0835496220569,1331.65864827334,-91.2119625,39.9786775349858
948,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,38,PCT DROPPING LEAVES,66,PCT HARVESTED,8,VERY.POOR,2.64,43119.3314613453,0.244387159782812,376.547801536405,0.0,22.1825292749459,7.68405293076975,1059.92266385958,-91.2119625,39.9786775349858
949,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,39,PCT DROPPING LEAVES,85,PCT HARVESTED,22,VERY.POOR,2.66,41984.3654398815,4.92928840859618,322.712314143388,0.0,23.2559789270141,8.37576622943088,1126.30393592556,-91.2119625,39.9786775349858
950,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,40,PCT DROPPING LEAVES,97,PCT HARVESTED,47,VERY.POOR,2.82,40859.2815576375,2.12950110231594,256.561973133195,0.0,16.5782817952746,6.33156334258711,986.600934694865,-91.2119625,39.9786775349858
951,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,41,PCT DROPPING LEAVES,98,PCT HARVESTED,69,NONE,0.0,39753.9550108353,10.2632124546859,297.912356791722,0.0,18.3012683134633,4.24304974240074,853.563510365896,-91.2119625,39.9786775349858
952,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,42,PCT HARVESTED,80,NONE,0,NONE,0.0,38679.4491980749,2.68356971206165,234.872512120436,0.0,18.4276956640485,7.18456065092155,1016.62038957091,-91.2119625,39.9786775349858
953,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,43,PCT HARVESTED,87,NONE,0,NONE,0.0,37648.4643781778,2.80204018716922,210.778514620709,0.0,18.3356461671485,8.21027591303411,1232.13337349101,-91.2119625,39.9786775349858
954,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,44,PCT HARVESTED,96,NONE,0,NONE,0.0,36675.6210114326,0.699040922759883,262.37523493151,0.0,11.8569448649606,-0.418863513821011,593.808873324218,-91.2119625,39.9786775349858
955,2012,adams_illinois,ILLINOIS,122000.0,4932000.0,121300.0,-4.38,45,PCT HARVESTED,98,NONE,0,NONE,0.0,35777.4858513538,3.21041509656455,187.743696141821,0.0,14.1021666325357,4.05938789764348,849.244031635145,-91.2119625,39.9786775349858
956,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,18,PCT PLANTED,0,NONE,0,NONE,0.0,49521.9068373254,9.91211909159728,375.574413055966,0.0,19.6646395482552,7.66084145838301,1085.22010934162,-91.2119625,39.9786775349858
957,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,19,PCT PLANTED,0,NONE,0,NONE,0.0,50437.5118343773,2.86405782870176,376.313201654907,0.0,20.5583504127889,9.9249277176094,1243.38977402246,-91.2119625,39.9786775349858
958,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,20,PCT PLANTED,19,PCT EMERGED,1,NONE,0.0,51264.2028522038,1.46114383663099,448.251034963917,0.0,27.9682180988412,13.0894324972535,1573.67208333313,-91.2119625,39.9786775349858
959,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,21,PCT PLANTED,40,PCT EMERGED,12,NONE,0.0,51982.9601920485,8.33708208634029,321.660907067671,0.0,22.0245910212679,12.8509434021387,1509.61940785758,-91.2119625,39.9786775349858
960,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,22,PCT PLANTED,49,PCT EMERGED,32,NONE,0.0,52574.6957570142,17.4974074982276,293.00195526482,0.0,24.2781220250783,15.6130012322454,1778.63656537393,-91.2119625,39.9786775349858
961,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,23,PCT PLANTED,62,PCT EMERGED,43,NONE,0.0,53021.6854120084,1.17335260890432,418.958065690459,0.0,23.2504038250116,12.6816314637909,1473.70593163608,-91.2119625,39.9786775349858
962,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,24,PCT PLANTED,90,PCT EMERGED,67,FAIR,3.67,53309.214422591,3.85608919444723,403.390569537424,0.0,29.1877451667888,17.4454932672958,1996.60071178867,-91.2119625,39.9786775349858
963,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,25,PCT PLANTED,96,PCT EMERGED,87,GOOD,3.77,53427.1720340833,1.53361725097221,411.260356803058,0.0,30.5075535366448,19.3755123673102,2268.37383612343,-91.2119625,39.9786775349858
964,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,26,PCT PLANTED,97,PCT EMERGED,93,GOOD,3.8,53371.2543092226,1.57352315701856,353.294726314232,0.0,29.717698107184,20.0001338007169,2346.42481394821,-91.2119625,39.9786775349858
965,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,27,PCT EMERGED,97,PCT BLOOMING,9,GOOD,3.76,53143.5123650377,0.113824062530272,447.787419803304,0.0,28.8315187369629,16.6040009800285,1896.78889336636,-91.2119625,39.9786775349858
966,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,28,PCT BLOOMING,32,NONE,0,GOOD,3.77,52752.0897905308,0.33699044377101,410.507784287879,0.0,30.452346471886,18.8285973954802,2215.9216617344,-91.2119625,39.9786775349858
967,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,29,PCT BLOOMING,50,PCT SETTING PODS,11,GOOD,3.76,52210.2242953244,1.47591276723199,365.330747936859,0.0,32.5594643469214,21.8653643765364,2630.7494532949,-91.2119625,39.9786775349858
968,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,30,PCT BLOOMING,65,PCT SETTING PODS,16,GOOD,3.75,51534.755420891,1.58110855139812,409.794449423108,0.0,26.7684298035094,15.2079407012162,1751.07043656244,-91.2119625,39.9786775349858
969,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,31,PCT BLOOMING,81,PCT SETTING PODS,39,GOOD,3.83,50744.4633078596,3.6599593230313,363.074984004631,0.0,26.8528311630582,16.03890860655,1844.30207541666,-91.2119625,39.9786775349858
970,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,32,PCT BLOOMING,90,PCT SETTING PODS,63,GOOD,3.77,49858.5367084125,0.358086253410441,381.776641033596,0.0,28.1812560562175,17.6435849034357,2025.13762314116,-91.2119625,39.9786775349858
971,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,33,PCT BLOOMING,93,PCT SETTING PODS,76,FAIR,3.66,48895.3719379824,0.128318059108503,437.095934369125,0.0,25.6318931694564,13.42512619843,1549.06179176486,-91.2119625,39.9786775349858
972,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,34,PCT BLOOMING,94,PCT SETTING PODS,83,POOR,3.55,47871.8016071046,0.0,421.346082806745,0.0,31.2941352555402,17.8723636279939,2058.47474908135,-91.2119625,39.9786775349858
973,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,35,PCT SETTING PODS,91,NONE,0,POOR,3.44,46802.7292404971,0.0,401.075733301284,0.0,35.1450355269926,21.3674040685241,2193.69633635914,-91.2119625,39.9786775349858
974,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,36,PCT SETTING PODS,97,PCT DROPPING LEAVES,3,VERY.POOR,3.36,45701.1182530323,1.4648380299063,423.041938284827,0.0,30.8755476513437,14.988417051026,1336.60266462652,-91.2119625,39.9786775349858
975,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,37,PCT DROPPING LEAVES,13,NONE,0,VERY.POOR,3.37,44578.245736722,2.42127370622864,331.758123090576,0.0,29.4776544940615,16.1808689047326,1688.85873380033,-91.2119625,39.9786775349858
976,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,38,PCT DROPPING LEAVES,37,PCT HARVESTED,1,VERY.POOR,3.39,43444.1239180042,3.79867091391065,291.648045094496,0.0,24.500345509685,13.1252041137619,1425.67656296962,-91.2119625,39.9786775349858
977,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,39,PCT DROPPING LEAVES,66,PCT HARVESTED,10,POOR,3.52,42308.0438422721,1.38473952446928,348.688388149016,0.0,25.814239151517,11.6092609684072,1267.27139405314,-91.2119625,39.9786775349858
978,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,42,PCT DROPPING LEAVES,97,PCT HARVESTED,68,POOR,3.61,38982.5996395262,1.33207155121146,249.578780682617,0.0,16.8506248474588,5.25303602221549,893.061374246101,-91.2119625,39.9786775349858
979,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,43,PCT DROPPING LEAVES,99,PCT HARVESTED,85,NONE,0.0,37937.775050922,0.340910560955928,254.404298003425,0.0,11.4359029637865,0.0655638339846442,622.85238811378,-91.2119625,39.9786775349858
980,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,44,PCT HARVESTED,92,NONE,0,NONE,0.0,36946.7125599194,8.03206811728085,217.785670123466,0.0,15.1969747585866,3.99653467301574,844.22952351569,-91.2119625,39.9786775349858
981,2013,adams_illinois,ILLINOIS,128000.0,5574000.0,127900.0,-0.552631578947363,45,PCT HARVESTED,97,NONE,0,NONE,0.0,36025.4358096208,2.89735407815108,221.833102652361,0.0,13.2466645479378,2.07928645160187,735.377117211011,-91.2119625,39.9786775349858
982,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,17,PCT PLANTED,2,NONE,0,NONE,0.0,48389.5194749678,6.43360793996466,398.630657116965,0.0,21.8570683697806,8.10580004795133,1042.84412005461,-91.2119625,39.9786775349858
983,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,18,PCT PLANTED,3,NONE,0,NONE,0.0,49384.9114823266,1.15253320263278,325.446184744504,0.0,17.3729821110496,7.87081891601794,1065.3917648035,-91.2119625,39.9786775349858
984,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,19,PCT PLANTED,26,NONE,0,NONE,0.0,50311.7213498913,2.22571869658832,411.177995620724,0.0,26.700732666311,12.4517623165489,1402.59581398435,-91.2119625,39.9786775349858
985,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,20,PCT PLANTED,36,PCT EMERGED,11,NONE,0.0,51152.2621358889,5.15634256049231,325.203614238803,0.0,17.1694927695568,7.84498260086642,1104.65227113895,-91.2119625,39.9786775349858
986,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,21,PCT PLANTED,64,PCT EMERGED,32,NONE,0.0,51887.6195469477,0.203772114542982,444.99792508885,0.0,26.536462142391,13.5423219771924,1497.06388177552,-91.2119625,39.9786775349858
987,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,22,PCT PLANTED,85,PCT EMERGED,59,NONE,0.0,52498.6354556558,1.70646459144453,377.903047798977,0.0,29.675397201497,18.4127586361007,2056.66037608425,-91.2119625,39.9786775349858
988,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,23,PCT PLANTED,92,PCT EMERGED,80,EXCELLENT,3.9,52967.2925416565,13.508387648478,329.703181593992,0.0,26.3781587816167,17.3921411490914,2004.27124077877,-91.2119625,39.9786775349858
989,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,24,PCT PLANTED,94,PCT EMERGED,89,GOOD,3.85,53278.3433060601,2.16790051479262,382.606258174164,0.0,24.3288042224117,14.0830350400536,1615.28539981033,-91.2119625,39.9786775349858
990,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,25,PCT PLANTED,96,PCT EMERGED,93,GOOD,3.86,53420.9342013676,9.24851948202242,359.319291874335,0.0,31.1991791050039,20.1232398927927,2361.26431748068,-91.2119625,39.9786775349858
991,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,26,PCT EMERGED,95,PCT BLOOMING,9,EXCELLENT,3.89,53389.8793450211,1.52846361115434,379.757458004791,0.0,29.4368855693007,19.3608385269737,2248.79991744326,-91.2119625,39.9786775349858
992,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,27,PCT EMERGED,100,PCT BLOOMING,29,EXCELLENT,3.88,53186.3193465143,1.84348051966294,372.468755710175,0.0,26.4352144069807,16.5551007031284,1907.56956790998,-91.2119625,39.9786775349858
993,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,28,PCT BLOOMING,50,NONE,0,EXCELLENT,3.9,52817.5731627894,6.61116148052015,378.785322271308,0.0,28.9002293469654,18.3167434458696,2124.60051828285,-91.2119625,39.9786775349858
994,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,29,PCT BLOOMING,69,PCT SETTING PODS,24,EXCELLENT,3.93,52296.2349531365,0.0918485673913525,444.108201953203,0.0,25.6774359168623,14.3176275417811,1650.01861069447,-91.2119625,39.9786775349858
995,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,30,PCT BLOOMING,83,PCT SETTING PODS,44,EXCELLENT,3.95,51638.729826291,4.86278215779963,371.43247336229,0.0,28.2981455510576,17.6493727064986,2038.49817827183,-91.2119625,39.9786775349858
996,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,31,PCT BLOOMING,91,PCT SETTING PODS,65,EXCELLENT,3.93,50863.6611848352,0.409260965792813,439.604456762881,0.0,27.0431531683191,14.7406870837073,1679.52601181064,-91.2119625,39.9786775349858
997,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,32,PCT BLOOMING,94,PCT SETTING PODS,79,EXCELLENT,3.95,49990.2414634893,12.5758073936176,237.297198311718,0.0,25.7069561372928,18.7336692029079,2163.56447317791,-91.2119625,39.9786775349858
998,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,33,PCT BLOOMING,96,PCT SETTING PODS,89,EXCELLENT,3.96,49037.0374833451,9.62102573106284,336.646245565417,0.0,25.6356525336081,16.4700936009211,1886.98891712236,-91.2119625,39.9786775349858
999,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,34,PCT SETTING PODS,94,PCT COLORING,1,EXCELLENT,3.96,48021.1377054107,1.24870178803393,357.139446198908,0.0,31.4150693321836,21.1988463625432,2531.36665567904,-91.2119625,39.9786775349858
1000,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,35,PCT SETTING PODS,97,PCT COLORING,14,EXCELLENT,3.96,46957.7284230657,2.13138740420838,335.844303792717,0.0,31.2133677890388,21.3572315681568,2549.04632780434,-91.2119625,39.9786775349858
1001,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,36,PCT COLORING,37,PCT DROPPING LEAVES,7,EXCELLENT,3.97,45860.0405417254,1.48463072840949,374.720210208907,0.0,28.2193967096188,17.4245234079321,2027.47063419012,-91.2119625,39.9786775349858
1002,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,37,PCT COLORING,57,PCT DROPPING LEAVES,20,EXCELLENT,3.92,44739.5676032988,18.627917176396,316.282777221201,0.0,20.2107218842622,10.1766939506143,1288.3645636284,-91.2119625,39.9786775349858
1003,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,38,PCT COLORING,79,PCT DROPPING LEAVES,45,EXCELLENT,3.93,43606.4737872534,2.34555550240312,378.159597128485,0.0,22.3024077365224,9.65371526495203,1208.00182299045,-91.2119625,39.9786775349858
1004,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,39,PCT COLORING,91,PCT DROPPING LEAVES,68,EXCELLENT,3.99,42470.1159110053,0.0183523645509957,396.948565889194,0.0,25.9822078036491,11.2095888262372,1346.11827214902,-91.2119625,39.9786775349858
1005,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,40,PCT COLORING,95,PCT DROPPING LEAVES,83,EXCELLENT,4.02,41339.6380314261,13.913811316808,253.979113015565,0.0,19.6423523676451,9.97120852878181,1277.65413049026,-91.2119625,39.9786775349858
1006,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,41,PCT DROPPING LEAVES,91,PCT HARVESTED,29,EXCELLENT,4.01,40224.5713552515,1.08382847345161,267.948947805729,0.0,17.680410681306,7.35583925547479,1032.89561592893,-91.2119625,39.9786775349858
1007,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,42,PCT DROPPING LEAVES,95,PCT HARVESTED,37,EXCELLENT,4.01,39135.404721767,5.5720166637745,239.606725786411,0.0,17.3771933438526,7.59633374204825,1057.14009698383,-91.2119625,39.9786775349858
1008,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,43,PCT HARVESTED,63,NONE,0,EXCELLENT,4.03,38084.0936575364,0.247308502760158,309.159987268165,0.0,20.0407022815042,6.48841607709107,979.129649194868,-91.2119625,39.9786775349858
1009,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,44,PCT HARVESTED,83,NONE,0,NONE,0.0,37084.4146146012,0.225551090550241,256.031866127917,0.0,13.78673168639,2.98658760249162,803.381371723335,-91.2119625,39.9786775349858
1010,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,45,PCT HARVESTED,91,NONE,0,NONE,0.0,36152.1164399427,0.175789757178815,245.99816167,0.0,14.0147463835679,1.9032217595477,720.298592005241,-91.2119625,39.9786775349858
1011,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,46,PCT HARVESTED,95,NONE,0,NONE,0.0,35304.766019358,0.048572898795155,173.675012019895,0.004859593203184,2.92989267525152,-5.19508013039813,435.196973712139,-91.2119625,39.9786775349858
1012,2014,adams_illinois,ILLINOIS,125000.0,6309000.0,124400.0,6.75578947368421,47,PCT HARVESTED,100,NONE,0,NONE,0.0,34561.2198859808,3.20866013269637,210.951137491501,0.70563146368854,4.4795344255389,-6.9548649880209,406.522272913773,-91.2119625,39.9786775349858
1013,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,14,PCT PLANTED,0,NONE,0,NONE,0.0,45382.0048000643,0.0,495.870173145118,0.0,17.913240149745,-0.88487650013655,434.430439017608,-91.2119625,39.9786775349858
1014,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,15,PCT PLANTED,0,NONE,0,NONE,0.0,46096.8548532835,2.01300857734867,386.607727523389,0.0,21.1606145575069,7.52768095942345,914.834490213018,-91.2119625,39.9786775349858
1015,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,16,PCT PLANTED,0,NONE,0,NONE,0.0,47188.2370028409,2.19239157069784,383.829205058293,0.0,22.6915452019136,10.7112374434019,1098.97942921106,-91.2119625,39.9786775349858
1016,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,17,PCT PLANTED,0,NONE,0,NONE,0.0,48242.6728532376,3.11486106308401,353.707645137519,0.0,15.5528453837186,4.49723597195194,805.682556411081,-91.2119625,39.9786775349858
1017,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,18,PCT PLANTED,12,NONE,0,NONE,0.0,49246.5198279757,0.329450624773068,492.676880732309,0.0,22.4674477131102,5.95462974743702,770.956370951609,-91.2119625,39.9786775349858
1018,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,19,PCT PLANTED,33,NONE,0,NONE,0.0,50184.1722481086,5.6323254117864,299.303273732625,0.0,25.881184030882,16.0415824614387,1681.69697965563,-91.2119625,39.9786775349858
1019,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,20,PCT PLANTED,47,PCT EMERGED,14,NONE,0.0,51038.175566076,3.15924577204891,326.76496002115,0.0,22.3399877472036,12.7096799891826,1473.38988054757,-91.2119625,39.9786775349858
1020,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,21,PCT PLANTED,69,PCT EMERGED,38,NONE,0.0,51789.7394103391,5.0580558684783,379.39099479064,0.0,20.7119960804074,9.19582112281237,1154.50882758599,-91.2119625,39.9786775349858
1021,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,22,PCT PLANTED,82,PCT EMERGED,62,GOOD,3.86,52419.6654416044,4.77945552552281,283.912231317813,0.0,24.2781744783341,15.5954908052223,1788.46129637057,-91.2119625,39.9786775349858
1022,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,23,PCT PLANTED,88,PCT EMERGED,77,GOOD,3.83,52909.6754494915,4.03246067011365,431.569617726691,0.0,25.253138444915,13.9210688592639,1581.90798068244,-91.2119625,39.9786775349858
1023,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,24,PCT PLANTED,90,PCT EMERGED,84,GOOD,3.75,53244.0249532896,7.28748248042327,339.283895085846,0.0,30.2068125421234,19.3463901058011,2235.96948369612,-91.2119625,39.9786775349858
1024,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,25,PCT PLANTED,91,PCT EMERGED,88,POOR,3.57,53411.1417293938,13.0103861781777,279.80131582584,0.0,27.1558490535378,19.3241131893065,2246.87720632294,-91.2119625,39.9786775349858
1025,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,26,PCT PLANTED,93,PCT EMERGED,90,VERY.POOR,3.4,53404.9731528348,16.2950595509506,306.565693235316,0.0,26.903131100244,18.1670928790563,2092.98814175902,-91.2119625,39.9786775349858
1026,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,27,PCT PLANTED,94,PCT EMERGED,92,VERY.POOR,3.39,53225.7461209339,0.856276402828945,395.233184606566,0.0,26.8254398395489,17.2239176725179,1968.02313736437,-91.2119625,39.9786775349858
1027,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,28,PCT PLANTED,96,PCT EMERGED,94,VERY.POOR,3.29,52879.936522911,18.0232805601689,341.674746728592,0.0,26.1691114737864,16.6707591308504,1912.67914617305,-91.2119625,39.9786775349858
1028,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,29,PCT PLANTED,98,PCT EMERGED,96,VERY.POOR,3.28,52379.4627950028,6.60734231985961,348.237565254972,0.0,31.1227674509024,21.6075408015757,2586.74730691534,-91.2119625,39.9786775349858
1029,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,30,PCT BLOOMING,72,PCT SETTING PODS,31,VERY.POOR,3.32,51740.3045067845,5.68589120261723,380.56502132327,0.0,29.4467478437361,18.6323254082607,2158.09643612118,-91.2119625,39.9786775349858
1030,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,31,PCT BLOOMING,82,PCT SETTING PODS,52,VERY.POOR,3.34,50980.8524699063,2.75872923426405,404.764665514183,0.0,31.5787017845634,19.8906723859058,2331.04147784105,-91.2119625,39.9786775349858
1031,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,32,PCT BLOOMING,89,PCT SETTING PODS,70,VERY.POOR,3.34,50120.3203875429,5.23331095327702,340.731503514255,0.0,28.4526856152049,19.0083651040939,2202.80205447237,-91.2119625,39.9786775349858
1032,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,33,PCT BLOOMING,94,PCT SETTING PODS,81,VERY.POOR,3.35,49177.4270054827,0.0,412.7515319899,0.0,29.9446420100763,18.5260808681104,2141.91037287171,-91.2119625,39.9786775349858
1033,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,34,PCT BLOOMING,96,PCT SETTING PODS,88,VERY.POOR,3.38,48169.5077946965,3.52426954466056,340.981128115141,0.0,26.53871649948,16.4269463406156,1888.75959845956,-91.2119625,39.9786775349858
1034,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,35,PCT SETTING PODS,94,PCT COLORING,11,VERY.POOR,3.41,47112.0310064935,0.135692722293215,419.218574394931,0.0,25.720554765712,13.5224925176971,1571.69367892343,-91.2119625,39.9786775349858
1035,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,36,PCT SETTING PODS,96,PCT COLORING,39,VERY.POOR,3.4,46018.4996931282,0.0,384.779589734572,0.0,33.391761817175,20.6752942917891,2439.46062390403,-91.2119625,39.9786775349858
1036,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,37,PCT COLORING,62,PCT DROPPING LEAVES,32,VERY.POOR,3.4,44900.6334524703,4.14976525413029,300.50815874963,0.0,26.0649164396593,16.1839196265197,1931.14299898192,-91.2119625,39.9786775349858
1037,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,38,PCT COLORING,80,PCT DROPPING LEAVES,54,VERY.POOR,3.41,43768.7572108169,0.84466846359319,370.308659560585,0.0,27.8764567585735,14.2173290835032,1656.76630602731,-91.2119625,39.9786775349858
1038,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,39,PCT COLORING,91,PCT DROPPING LEAVES,75,POOR,3.43,42632.3074675325,0.0,374.518522343803,0.0,27.3539838344552,12.7566209270101,1484.63299990979,-91.2119625,39.9786775349858
1039,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,40,PCT COLORING,95,PCT DROPPING LEAVES,86,POOR,3.54,41500.4216473827,0.192378338648536,301.003425194708,0.0,20.4178877768111,9.76314481963307,1256.27256139649,-91.2119625,39.9786775349858
1040,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,41,PCT DROPPING LEAVES,94,PCT HARVESTED,71,POOR,3.54,40382.539129694,0.151172751832376,295.506012650863,0.0,22.7560725298795,10.4524327429332,1285.48054167213,-91.2119625,39.9786775349858
1041,2015,adams_illinois,ILLINOIS,120000.0,6234000.0,119700.0,6.30631578947369,42,PCT DROPPING LEAVES,97,PCT HARVESTED,85,NONE,0.0,39288.9793949859,0.0,320.48648803681,0.0,19.4602651209085,5.62790786621499,941.341803491504,-91.2119625,39.9786775349858
